Knygos pavadinimas,Autorius,Kaina €,Reitingas,Įvertinimų skaičius,Žanras
Homeland,R. A. Salvatore,15.39,4,0,Fantastika
The Winds of Dune,"Brian Herbert, Kev...",13.69,4,0,Fantastika
Turn Coat,Jim Butcher,12.79,4,0,Fantastika
Blue Fairy Book,Nezinomas autorius,4.69,4,0,Fantastika
Lost World,Sir Arthur Conan D...,4.69,4,0,Fantastika
Gods of Mars,Edgar Rice Burroughs,5.49,4,0,Fantastika
Warlord of Mars,Edgar Rice Burroughs,4.69,4,0,Fantastika
Scarlet Plague,Jack London,4.69,4,0,Fantastika
Green Fairy Book,Nezinomas autorius,4.69,4,0,Fantastika
Pink Fairy Book,Nezinomas autorius,4.69,4,0,Fantastika
Grey Fairy Book,Nezinomas autorius,4.69,4,0,Fantastika
Violet Fairy Book,Nezinomas autorius,4.69,4,0,Fantastika
Olive Fairy Book,Nezinomas autorius,4.69,4,0,Fantastika
Orange Fairy Book,Nezinomas autorius,5.49,4,0,Fantastika
Crimson Fairy Book,Nezinomas autorius,4.69,4,0,Fantastika
Brown Fairy Book,Nezinomas autorius,4.69,4,0,Fantastika
Winds of Fury,Mercedes Lackey,10.69,4,0,Fantastika
Doubleblind,Ann Aguirre,10.69,4,0,Fantastika
Kris Longknife: Undaunted,Mike Shepherd,10.69,4,0,Fantastika
Men of the Otherworld,Kelley Armstrong,18.09,4,0,Fantastika
Three Days to Dead,Kelly Meding,5.99,4,0,Fantastika
The Steel Remains,Richard K. Morgan,21.49,4,0,Fantastika
"In His Majesty's Service: Three Novels of Temeraire (His Majesty's Service, Throne of Jade, and Black Powder War)",Naomi Novik,16.09,4,0,Fantastika
Gears of War: Jacinto's Remnant,Karen Traviss,9.39,4,0,Fantastika
Tangle Box,Terry Brooks,12.79,4,0,Fantastika
Blue Adept,Piers Anthony,9.39,4,0,Fantastika
Inda,Sherwood Smith,14.09,4,0,Fantastika
WWW: Wake,Robert J. Sawyer,6.69,4,0,Fantastika
The Hidden City,Michelle West,18.09,4,0,Fantastika
First Lord's Fury,Jim Butcher,12.79,4,0,Fantastika
City of Night,Michelle West,12.79,4,0,Fantastika
Winds of Change,Mercedes Lackey,14.09,4,0,Fantastika
Winds of Fate,Mercedes Lackey,14.09,4,0,Fantastika
First Rider's Call,Kristen Britain,14.09,4,0,Fantastika
Dhampir,"Barb Hendee, J. C....",5.99,4,0,Fantastika
Greywalker,Kat Richardson,6.69,3,0,Fantastika
Storm Rising,Mercedes Lackey,14.09,4,0,Fantastika
The Jennifer Morgue,Charles Stross,9.39,4,0,Fantastika
Treason's Shore,Sherwood Smith,20.79,4,0,Fantastika
The Spy Who Haunted Me,Simon R. Green,13.49,4,0,Fantastika
Corambis,Sarah Monette,31.89,4,0,Fantastika
Sookie Stackhouse 8-copy Boxed Set,Charlaine Harris,107.59,4,0,Fantastika
Beauty,Sheri S. Tepper,7.99,4,0,Fantastika
The Firebrand,Marion Zimmer Bradley,19.49,4,0,Fantastika
The Sun Sword,Michelle West,30.89,4,0,Fantastika
The Black Raven,Katharine Kerr,10.09,4,0,Fantastika
Witches' Brew,Terry Brooks,12.79,4,0,Fantastika
The Real Story,Stephen R. Donaldson,12.79,4,0,Fantastika
This Day All Gods Die,Stephen R. Donaldson,13.39,4,0,Fantastika
Black Unicorn,Terry Brooks,9.39,4,0,Fantastika
High Druid of Shannara: Tanequil,Terry Brooks,9.39,4,0,Fantastika
Frostbitten,Kelley Armstrong,14.09,4,0,Fantastika
The Magic Kingdom of Landover  Volume 2,Terry Brooks,21.49,4,0,Fantastika
The Magic Kingdom of Landover   Volume 1,Terry Brooks,18.09,4,0,Fantastika
Mark of the Demon,Diana Rowland,5.99,4,0,Fantastika
Judas Unchained,Peter F. Hamilton,23.49,4,0,Fantastika
Kirinyaga,Mike Resnick,7.99,4,0,Fantastika
Grass,Sheri S. Tepper,16.09,4,0,Fantastika
The Robots of Dawn,Isaac Asimov,12.79,4,0,Fantastika
Fallen Dragon,Peter F. Hamilton,23.49,4,0,Fantastika
The Restaurant at the End of the Universe,Douglas Adams,17.59,4,0,Fantastika
Xenocide,Orson Scott Card,12.39,4,0,Fantastika
Ecotopia,Ernest Callenbach,9.39,4,0,Fantastika
The Silver Mage,Katharine Kerr,15.39,4,0,Fantastika
Children of the Mind,Orson Scott Card,12.39,4,0,Fantastika
Speaker for the Dead,Orson Scott Card,11.09,4,0,Fantastika
Shadow of the Giant,Orson Scott Card,10.39,4,0,Fantastika
Pastwatch,Orson Scott Card,14.39,4,0,Fantastika
Born of Fire,Sherrilyn Kenyon,16.99,4,0,Fantastika
By Heresies Distressed,David Weber,9.09,4,0,Fantastika
Bitten,Kelley Armstrong,22.19,4,0,Fantastika
On the Edge,Ilona Andrews,10.69,4,0,Fantastika
Skinwalker,Faith Hunter,12.79,4,0,Fantastika
Marion Zimmer Bradley's Sword of Avalon,Diana L. Paxson,24.89,4,0,Fantastika
Hunting Ground,Patricia Briggs,12.79,4,0,Fantastika
Magic Strikes,Ilona Andrews,14.09,4,0,Fantastika
The Gate to Women's Country,Sheri S. Tepper,7.99,4,0,Fantastika
Masks of the Illuminati,Robert A. Wilson,13.39,4,0,Fantastika
Gibbon's Decline and Fall,Sheri S. Tepper,7.99,4,0,Fantastika
Dirk Gently's Holistic Detective Agency,Douglas Adams,17.59,4,0,Fantastika
Thorn Queen,Richelle Mead,10.39,4,0,Fantastika
The Great Hunt,Robert Jordan,12.39,4,0,Fantastika
Palimpsest,Catherynne Valente,7.99,4,0,Fantastika
Shadow's End,Sheri S. Tepper,7.99,4,0,Fantastika
Undead on Arrival,L. A. Banks,15.69,4,0,Fantastika
Dying Bites,Dd Barant,16.99,4,0,Fantastika
Cinderella,The Brothers Grimm,2.39,4,0,Fantastika
Gunnerkrigg Court Vol. 1,Tom Siddell,33.29,4,0,Fantastika
The Thirteenth,L. A. Banks,15.69,4,0,Fantastika
Schrodinger's Cat Trilogy,Robert A. Wilson,12.79,4,0,Fantastika
Earth,David Brin,10.19,4,0,Fantastika
Flatlander,Larry Niven,12.79,4,0,Fantastika
Quatrain,Sharon Shinn,12.79,4,0,Fantastika
The City & The City,China Miéville,16.09,4,0,Fantastika
The Gabble - and Other Stories,Neal Asher,17.59,4,0,Fantastika
The Books of the South: Tales of the Black Company,Glen Cook,22.89,4,0,Fantastika
Heaven's Net is Wide,Lian Hearn,18.89,4,0,Fantastika
Line War,Neal Asher,17.59,4,0,Fantastika
Prador Moon,Neal Asher,15.69,4,0,Fantastika
Un Lun Dun,China Miéville,17.59,4,0,Fantastika
King Rat,China Miéville,17.59,4,0,Fantastika
Iron Council,China Miéville,17.59,4,0,Fantastika
Mage-Guard of Hamor,Jr. Modesitt,14.99,4,0,Fantastika
A Sword from Red Ice,J. V. Jones,15.69,4,0,Fantastika
Firebird,Mercedes Lackey,14.99,4,0,Fantastika
Agent to the Stars,John Scalzi,13.69,4,0,Fantastika
Warlord,Jennifer Fallon,18.29,4,0,Fantastika
An Autumn War,Daniel Abraham,14.99,4,0,Fantastika
The Darkness,L. A. Banks,15.69,4,0,Fantastika
The Shadows,L. A. Banks,15.69,4,0,Fantastika
Ender in Exile,Orson Scott Card,12.39,4,0,Fantastika
A Second Chance at Eden,Peter F. Hamilton,17.59,4,0,Fantastika
Perdido Street Station,China Miéville,19.59,4,0,Fantastika
The Temporal Void,Peter F. Hamilton,22.89,4,0,Fantastika
The Dreaming Void,Peter F. Hamilton,18.89,4,0,Fantastika
The Phoenix Guards,Steven Brust,16.99,4,0,Fantastika
Jhegaala,Steven Brust,14.99,4,0,Fantastika
The Scourge of God,S. M. Stirling,14.09,4,0,Fantastika
The Shadow Isle,Katharine Kerr,14.09,4,0,Fantastika
Valor's Trial,Tanya Huff,10.69,4,0,Fantastika
Cruel Zinc Melodies,Glen Cook,12.79,4,0,Fantastika
Foundation,Mercedes Lackey,12.79,4,0,Fantastika
Dune Messiah,Frank Herbert,14.09,4,0,Fantastika
Deryni Checkmate,Katherine Kurtz,7.99,4,0,Fantastika
Seeker,Jack McDevitt,10.69,4,0,Fantastika
Rebel Fay,"Barb Hendee, J. C....",11.39,4,0,Fantastika
With a Tangled Skein,Piers Anthony,14.09,4,0,Fantastika
How Few Remain,Harry Turtledove,12.79,4,0,Fantastika
The Restaurant at the End of the Universe,Douglas Adams,12.79,4,0,Fantastika
"So Long, and Thanks for All the Fish",Douglas Adams,14.09,4,0,Fantastika
Lord of the Shadows,Jennifer Fallon,11.39,4,0,Fantastika
The Oracle's Queen,Lynn Flewelling,14.79,4,0,Fantastika
The Fire Dragon,Katharine Kerr,10.69,4,0,Fantastika
Personal Demon,Kelley Armstrong,10.69,4,0,Fantastika
Watchers,Dean Koontz,7.99,4,0,Fantastika
The Invisible Ring,Anne Bishop,12.79,4,0,Fantastika
Underground,Kat Richardson,11.39,4,0,Fantastika
Children of Dune,Frank Herbert,14.09,4,0,Fantastika
Kris Longknife: Intrepid,Mike Shepherd,10.69,4,0,Fantastika
The Gypsy Morph,Terry Brooks,12.79,4,0,Fantastika
Victory Conditions,Elizabeth Moon,10.69,4,0,Fantastika
Road of the Patriarch,R. A. Salvatore,15.39,4,0,Fantastika
Promise of the Witch-King,R. A. Salvatore,15.39,4,0,Fantastika
The Orc King,R. A. Salvatore,15.39,4,0,Fantastika
Deryni Rising,Katherine Kurtz,10.69,4,0,Fantastika
Just Another Judgement Day,Simon R. Green,10.69,4,0,Fantastika
Codespell,Kelly McCullough,10.69,4,0,Fantastika
God Emperor of Dune,Frank Herbert,14.09,4,0,Fantastika
The Unnatural Inquirer,Simon R. Green,10.69,4,0,Fantastika
Tangled Webs,Anne Bishop,12.79,4,0,Fantastika
Reserved For The Cat,Mercedes Lackey,10.69,4,0,Fantastika
Dragon Blood,Patricia Briggs,10.69,4,0,Fantastika
The Lost Fleet: Valiant,Jack Campbell,10.69,4,0,Fantastika
The Sunrise Lands,S. M. Stirling,12.79,4,0,Fantastika
Magic's Price,Mercedes Lackey,12.79,4,0,Fantastika
Saturn's Children,Charles Stross,9.39,4,0,Fantastika
The Heart of Valor,Tanya Huff,12.79,4,0,Fantastika
Child of a Dead God,"Barb Hendee, J. C....",10.69,4,0,Fantastika
Princeps' Fury,Jim Butcher,12.79,4,0,Fantastika
The Hero of Ages,Brandon Sanderson,13.69,5,0,Fantastika
Hidden Warrior,Lynn Flewelling,14.79,4,0,Fantastika
Fortune and Fate,Sharon Shinn,12.79,4,0,Fantastika
Flatland,Edwin A. Abbott,4.69,4,0,Fantastika
Tale of Cupid & Psyches,Lucius Apuleius,8.69,4,0,Fantastika
Aesop's Fables,Aesop,4.69,4,0,Fantastika
Dragon Strike,E. E. Knight,10.69,4,0,Fantastika
Misspent Youth,Peter F. Hamilton,21.49,3,0,Fantastika
The Briar King,Greg Keyes,5.99,4,0,Fantastika
The Heritage of Shannara,Terry Brooks,24.89,4,0,Fantastika
Crusade,Taylor Anderson,10.09,4,0,Fantastika
The Spirit Stone,Katharine Kerr,15.39,4,0,Fantastika
Grimspace,Ann Aguirre,5.99,4,0,Fantastika
Magic's Promise,Mercedes Lackey,10.69,4,0,Fantastika
Magic Burns,Ilona Andrews,9.39,4,0,Fantastika
The Iron Hunt,Marjorie M. Liu,5.99,4,0,Fantastika
Wanderlust,Ann Aguirre,9.39,4,0,Fantastika
Feast of Souls,C. S. Friedman,14.09,4,0,Fantastika
Bloodring,Faith Hunter,5.99,4,0,Fantastika
Magic's Pawn,Mercedes Lackey,10.69,4,0,Fantastika
Cry Wolf,Patricia Briggs,9.39,4,0,Fantastika
Green Rider,Kristen Britain,14.09,4,0,Fantastika
The Fox,Sherwood Smith,20.79,4,0,Fantastika
Into the Storm,Taylor Anderson,6.69,4,0,Fantastika
The Mirador,Sarah Monette,13.49,4,0,Fantastika
Downbelow Station,C. J. Cherryh,20.79,4,0,Fantastika
Priestess of Avalon,Marion Zimmer Brad...,22.89,4,0,Fantastika
Magic Kingdom for Sale--Sold!,Terry Brooks,11.39,4,0,Fantastika
Dead Reign,Tim Pratt,9.39,4,0,Fantastika
Faefever,Karen Marie Moning,5.99,4,0,Fantastika
Do Androids Dream of Electric Sheep?,Philip K. Dick,16.09,4,0,Fantastika
Mass Effect: Ascension,Drew Karpyshyn,9.39,4,0,Fantastika
Gears of War  Aspho Fields,Karen Traviss,5.99,4,0,Fantastika
Nemesis,Isaac Asimov,10.69,4,0,Fantastika
Faerie Tale,Raymond E. Feist,7.99,4,0,Fantastika
The Killing of Worlds,Scott Westerfeld,13.69,4,0,Fantastika
Alpha and Omega,Patricia Briggs,4.69,4,0,Fantastika
Living with the Dead,Kelley Armstrong,11.39,4,0,Fantastika
Shadows Return,Lynn Flewelling,14.09,4,0,Fantastika
The Neutronium Alchemist,Peter F. Hamilton,24.79,4,0,Fantastika
Heroes Die,Matthew Woodring S...,10.69,4,0,Fantastika
The Accidental Time Machine,Joe Haldeman,11.39,4,0,Fantastika
Paul of Dune,"Brian Herbert, Kev...",13.69,4,0,Fantastika
The Atrocity Archives,Charles Stross,5.99,4,0,Fantastika
Iron Kissed,Patricia Briggs,14.09,4,0,Fantastika
Victory of Eagles,Naomi Novik,10.69,4,0,Fantastika
Inferno,"Larry Niven, Jerry...",16.99,4,0,Fantastika
Off Armageddon Reef,David Weber,10.39,4,0,Fantastika
By Schism Rent Asunder,David Weber,10.39,4,0,Fantastika
The Bell at Sealey Head,Patricia A. McKillip,7.99,4,0,Fantastika
Grave Peril,Jim Butcher,9.39,4,0,Fantastika
Pinocchio,Carlo Collodi,20.19,4,0,Fantastika
A Wild Ride Through the Night,Walter Moers,29.89,4,0,Fantastika
Blade of Tyshalle,Matthew Woodring S...,24.89,4,0,Fantastika
The Gargoyle,Andrew Davidson,7.99,4,0,Fantastika
Caine Black Knife,Matthew Stover,7.99,4,0,Fantastika
Storm Born,Richelle Mead,10.39,4,0,Fantastika
The Road to Dune,"Kevin J. Anderson,...",14.39,4,0,Fantastika
Shadows of the Apt 01. Empire in Black and Gold,Adrian Tchaikovsky,18.89,4,0,Fantastika
Pandemonium,Daryl Gregory,11.39,4,0,Fantastika
Lady of Avalon,Marion Zimmer Bradley,21.49,4,0,Fantastika
Rumo,Walter Moers,27.59,5,0,Fantastika
Gormenghast,Mervyn Peake,21.59,4,0,Fantastika
Titus Groan,Mervyn Peake,21.59,4,0,Fantastika
A Deepness in the Sky,Vernor Vinge,23.49,4,0,Fantastika
The Cursed,L. A. Banks,15.69,4,0,Fantastika
When Darkness Falls,"Mercedes Lackey, J...",18.29,4,0,Fantastika
The Outstretched Shadow,"Mercedes Lackey, J...",14.99,4,0,Fantastika
Flashforward,Robert J. Sawyer,13.19,4,0,Fantastika
The Well of Shades,Juliet Marillier,16.99,4,0,Fantastika
Wolfblade,Jennifer Fallon,18.29,4,0,Fantastika
Pilgrim,Sara Douglass,18.29,4,0,Fantastika
The Golden Transcendence,John C. Wright,13.19,4,0,Fantastika
Foxmask,Juliet Marillier,14.99,4,0,Fantastika
The White Order,Jr. Modesitt,16.99,4,0,Fantastika
Soldiers Live,Glen Cook,14.99,4,0,Fantastika
Gods' Concubine,Sara Douglass,15.69,4,0,Fantastika
Enchanter,Sara Douglass,15.69,4,0,Fantastika
Warrior,Jennifer Fallon,15.69,4,0,Fantastika
The Runelords,David Farland,14.99,4,0,Fantastika
Darkwitch Rising,Sara Douglass,14.99,4,0,Fantastika
Natural Ordermage,Jr. Modesitt,14.99,4,0,Fantastika
Soldier of Sidon,Gene Wolfe,14.99,4,0,Fantastika
In Green's Jungles,Gene Wolfe,13.69,4,0,Fantastika
A Nameless Witch,A. Lee Martinez,14.99,4,0,Fantastika
A Betrayal in Winter,Daniel Abraham,14.99,4,0,Fantastika
Ringworld's Children,Larry Niven,18.29,4,0,Fantastika
Crusader,Sara Douglass,18.29,4,0,Fantastika
A Shadow in Summer,Daniel Abraham,14.99,4,0,Fantastika
My Big Fat Supernatural Honeymoon,Nezinomas autorius,15.69,4,0,Fantastika
Axis,Robert Charles Wilson,14.39,4,0,Fantastika
In the Company of Ogres,A. Lee Martinez,16.99,4,0,Fantastika
Druid's Sword,Sara Douglass,14.99,4,0,Fantastika
The Forever Hero,Jr. Modesitt,18.29,4,0,Fantastika
The Phoenix Exultant,John C. Wright,13.19,4,0,Fantastika
The Book of Joby,Mark J. Ferrari,15.69,4,0,Fantastika
Blade of Fortriu,Juliet Marillier,18.29,4,0,Fantastika
The Forsaken,L. A. Banks,15.69,4,0,Fantastika
On Blue's Waters,Gene Wolfe,13.69,4,0,Fantastika
The Peace War,Vernor Vinge,16.99,4,0,Fantastika
The Assassin King,Elizabeth Haydon,16.99,4,0,Fantastika
Elegy for a Lost Star,Elizabeth Haydon,15.69,4,0,Fantastika
Widdershins,Charles De Lint,14.99,4,0,Fantastika
Moonlight & Vines,Charles De Lint,18.29,4,0,Fantastika
Tapping the Dream Tree,Charles De Lint,15.69,4,0,Fantastika
Spirits in the Wires,Charles De Lint,15.69,4,0,Fantastika
Lord of the Silent Kingdom,Glen Cook,15.69,4,0,Fantastika
Child of the Prophecy,Juliet Marillier,16.99,4,0,Fantastika
The White Plague,Frank Herbert,18.29,4,0,Fantastika
Cursor's Fury,Jim Butcher,14.79,4,0,Fantastika
The House of Gaian,Anne Bishop,14.09,4,0,Fantastika
A Meeting at Corvallis,S. M. Stirling,14.09,4,0,Fantastika
The Seventh Gate,"Margaret Weis, Tra...",14.79,4,0,Fantastika
Bloodfever,Karen Marie Moning,2.69,4,0,Fantastika
Command Decision,Elizabeth Moon,10.69,4,0,Fantastika
Prince of the Blood,Raymond E. Feist,14.09,4,0,Fantastika
Swordspoint,Ellen Kushner,10.69,4,0,Fantastika
The Rivan Codex,"David Eddings, Lei...",11.39,4,0,Fantastika
No Humans Involved,Kelley Armstrong,11.39,4,0,Fantastika
The Devil Inside,Jenna Black,10.69,4,0,Fantastika
The Hitchhiker's Guide to the Galaxy,Douglas Adams,12.79,4,0,Fantastika
Proven Guilty,Jim Butcher,12.79,4,0,Fantastika
Neuromancer,William Gibson,14.79,4,0,Fantastika
Aerie,Mercedes Lackey,14.09,4,0,Fantastika
Kris Longknife: Audacious,Mike Shepherd,10.69,4,0,Fantastika
Deliverer,C. J. Cherryh,12.79,4,0,Fantastika
Shadowplay,Tad Williams,16.79,4,0,Fantastika
The High King's Tomb,Kristen Britain,18.09,4,0,Fantastika
Captain's Fury,Jim Butcher,12.79,4,0,Fantastika
The Heart of Stars,Kate Forsyth,11.39,4,0,Fantastika
Halting State,Charles Stross,7.99,4,0,Fantastika
White Night,Jim Butcher,12.79,4,0,Fantastika
Death Masks,Jim Butcher,12.79,4,0,Fantastika
Dragon Outcast,E. E. Knight,16.09,4,0,Fantastika
On the Prowl,"Patricia Briggs, E...",12.79,4,0,Fantastika
The Thirteenth House,Sharon Shinn,12.79,4,0,Fantastika
Dune: The Battle of Corrin,"Brian Herbert, Kev...",13.69,4,0,Fantastika
Blood Bound,Patricia Briggs,14.09,4,0,Fantastika
Sandworms of Dune,"Brian Herbert, Kev...",13.69,4,0,Fantastika
Dark Moon Defender,Sharon Shinn,14.79,4,0,Fantastika
Running with the Demon,Terry Brooks,4.69,4,0,Fantastika
Reader and Raelynx,Sharon Shinn,12.79,4,0,Fantastika
Steal the Dragon,Patricia Briggs,10.69,4,0,Fantastika
The Lion of Senet,Jennifer Fallon,5.99,4,0,Fantastika
Thirteen,Richard K. Morgan,24.89,4,0,Fantastika
Mass Effect: Revelation,Drew Karpyshyn,5.99,4,0,Fantastika
When the Sleeper Wakes,H. G. Wells,6.69,3,0,Fantastika
Magic Bites,Ilona Andrews,5.99,4,0,Fantastika
The Name of the Wind,Patrick Rothfuss,15.39,5,0,Fantastika
The Better Part of Valor,Tanya Huff,9.39,4,0,Fantastika
Daughter of the Blood,Anne Bishop,9.39,4,0,Fantastika
Heir to the Shadows,Anne Bishop,12.79,4,0,Fantastika
The Man With the Golden Torc,Simon R. Green,6.69,4,0,Fantastika
"Magic Lost, Trouble Found",Lisa Shearin,6.69,4,0,Fantastika
Fatal Revenant,Stephen R. Donaldson,22.19,4,0,Fantastika
Raven's Shadow,Patricia Briggs,5.99,4,0,Fantastika
Raven's Strike,Patricia Briggs,9.39,4,0,Fantastika
Joust,Mercedes Lackey,14.09,4,0,Fantastika
The Gold Falcon,Katharine Kerr,15.39,4,0,Fantastika
Blood Price,Tanya Huff,10.69,4,0,Fantastika
Poltergeist,Kat Richardson,9.39,4,0,Fantastika
Blood Trail,Tanya Huff,10.69,4,0,Fantastika
Blood Lines,Tanya Huff,20.79,4,0,Fantastika
Regeneration,Julie E. Czerneda,18.09,4,0,Fantastika
Cybermancy,Kelly McCullough,7.99,4,0,Fantastika
Hinterland,James Clemens,12.09,4,0,Fantastika
The Last Light of the Sun,Guy Gavriel Kay,12.79,4,0,Fantastika
High Deryni,Katherine Kurtz,24.89,4,0,Fantastika
The First Men in the Moon,H. G. Wells,18.79,4,0,Fantastika
A Princess of Mars,Edgar Rice Burroughs,6.69,4,0,Fantastika
The Elves of Cintra,Terry Brooks,9.39,4,0,Fantastika
Eye of the Labyrinth,Jennifer Fallon,10.09,4,0,Fantastika
Elantris,Brandon Sanderson,13.69,4,0,Fantastika
Wizardborn,David Farland,15.69,4,0,Fantastika
Return to the Whorl,Gene Wolfe,16.99,4,0,Fantastika
Belladonna,Anne Bishop,10.69,4,0,Fantastika
Chronicles of the Black Company,Glen Cook,21.59,4,0,Fantastika
Rainbows End,Vernor Vinge,13.69,4,0,Fantastika
The Annotated Hans Christian Andersen,Hans Christian And...,54.19,4,0,Fantastika
The Lost Fleet: Courageous,Jack Campbell,10.69,4,0,Fantastika
The Last Colony,John Scalzi,12.39,4,0,Fantastika
The Android's Dream,John Scalzi,16.99,4,0,Fantastika
The Orphan's Tales: In the Cities of Coin and Spice,Catherynne Valente,15.39,4,0,Fantastika
Moon Called,Patricia Briggs,14.09,4,0,Fantastika
Blood Pact,Tanya Huff,20.79,4,0,Fantastika
Red Seas Under Red Skies,Scott Lynch,11.39,4,0,Fantastika
The Icarus Girl,Helen Oyeyemi,7.99,4,0,Fantastika
Douglas Adams's Starship Titanic,Terry Jones,19.49,4,0,Fantastika
Kushiel's Avatar,Jacqueline Carey,14.99,4,0,Fantastika
Old Man's War,John Scalzi,12.39,4,0,Fantastika
The Lost Fleet: Fearless,Jack Campbell,12.79,4,0,Fantastika
Blood Engines,T. A. Pratt,9.39,4,0,Fantastika
The Knight of the Sacred Lake,Rosalind Miles,7.99,4,0,Fantastika
The Wicked,L. A. Banks,15.69,4,0,Fantastika
Powers of Detection,Nezinomas autorius,10.09,4,0,Fantastika
Marion Zimmer Bradley's Ravens of Avalon,Diana L. Paxson,9.39,4,0,Fantastika
"Baltimore,","Mike Mignola, Chri...",21.49,4,0,Fantastika
Stars & Stripes Forever,Harry Harrison,12.09,4,0,Fantastika
"Guenevere, Queen of the Summer Country",Rosalind Miles,7.99,4,0,Fantastika
Soarer's Choice,Jr. Modesitt,15.69,4,0,Fantastika
The Legend of Sleepy Hollow and Other Stories From the Sketch Book,Washington Irving,6.69,4,0,Fantastika
The Dawn Stag,Jules Watson,22.29,4,0,Fantastika
The 13 1/2 Lives of Captain Blue Bear,Walter Moers,20.29,4,0,Fantastika
Cadmian's Choice,Jr. Modesitt,15.69,4,0,Fantastika
Blindsight,Peter Watts,18.29,4,0,Fantastika
Gil's All Fright Diner,A. Lee Martinez,14.99,4,0,Fantastika
Hunters of Dune,"Brian Herbert, Kev...",13.69,4,0,Fantastika
Dead Beat,Jim Butcher,12.79,4,0,Fantastika
The Wizard of London,Mercedes Lackey,10.69,4,0,Fantastika
The Protector's War,S. M. Stirling,12.79,4,0,Fantastika
The Shining City,Kate Forsyth,10.69,4,0,Fantastika
The Lost Fleet: Dauntless,Jack Campbell,12.79,4,0,Fantastika
Judas Unchained,Peter F. Hamilton,14.09,4,0,Fantastika
Sharper Than A Serpent's Tooth,Simon R. Green,10.69,4,0,Fantastika
Mystic and Rider,Sharon Shinn,12.79,4,0,Fantastika
Hell to Pay,Simon R. Green,10.69,4,0,Fantastika
Destroyer,C. J. Cherryh,12.79,4,0,Fantastika
Sanctuary,Mercedes Lackey,14.09,4,0,Fantastika
Dragon Avenger,E. E. Knight,16.09,4,0,Fantastika
Glasshouse,Charles Stross,12.79,4,0,Fantastika
Kris Longknife: Resolute,Mike Shepherd,10.69,4,0,Fantastika
Pretender,C. J. Cherryh,12.79,4,0,Fantastika
Sebastian,Anne Bishop,12.79,4,0,Fantastika
Shadowfall,James Clemens,12.09,4,0,Fantastika
Engaging the Enemy,Elizabeth Moon,12.79,4,0,Fantastika
Darkfever,Karen Marie Moning,14.09,4,0,Fantastika
Broken,Kelley Armstrong,11.39,4,0,Fantastika
Armageddon's Children,Terry Brooks,5.99,4,0,Fantastika
His Majesty's Dragon,Naomi Novik,5.99,4,0,Fantastika
Migration,Julie E. Czerneda,18.09,4,0,Fantastika
Shadows and Light,Anne Bishop,12.79,4,0,Fantastika
The Autobiography of Santa Claus,Jeff Guinn,7.99,4,0,Fantastika
Resenting the Hero,Moira J. Moore,5.99,4,0,Fantastika
Academ's Fury,Jim Butcher,9.39,4,0,Fantastika
The Lies of Locke Lamora,Scott Lynch,5.99,4,0,Fantastika
The Orphan's Tales: In the Night Garden,Catherynne Valente,9.39,4,0,Fantastika
Shadowmarch,Tad Williams,28.19,4,0,Fantastika
The Privilege of the Sword,Ellen Kushner,19.49,4,0,Fantastika
The Glass Books of the Dream Eaters,Gordon Dahlquist,18.09,4,0,Fantastika
Dreams Made Flesh,Anne Bishop,14.09,4,0,Fantastika
Kull,Robert E. Howard,19.49,4,0,Fantastika
Summers at Castle Auburn,Sharon Shinn,14.79,4,0,Fantastika
